i,H,r,Lz,γu,γd,M,energy,error_r,error_a
1,0.5,1.0,10.5,0.6,0.6,45,28.48832262996343,0.0005300519949663395,0.015092292543485542
1,0.5,1.0,10.5,0.6,0.6,50,28.488322630064886,0.0005300519985295054,0.015092292644940386
1,0.5,1.0,10.5,0.6,0.6,55,28.48832263006128,0.00053005199840286,0.015092292641334382
1,0.5,1.0,10.5,0.6,0.6,60,28.488322630061436,0.00053005199840835,0.015092292641490701
1,0.5,1.0,10.5,0.6,0.6,65,28.488322630061877,0.000530051998423822,0.015092292641931238
1,0.5,1.0,10.5,0.6,0.6,70,28.488322630061862,0.0005300519984233229,0.015092292641917027
1,0.5,1.0,10.5,0.6,0.6,75,28.48832263006188,0.0005300519984239467,0.01509229264193479
1,0.5,1.0,10.5,0.6,0.6,80,28.488322630061948,0.0005300519984263174,0.015092292642002292
1,0.5,1.0,10.5,0.6,0.6,85,28.48832263007244,0.0005300519987947746,0.015092292652493455
1,0.5,1.0,10.5,0.6,0.6,90,28.488322630061905,0.0005300519984248202,0.01509229264195966
1,0.5,1.0,10.5,0.6,0.6,95,28.488322630061877,0.000530051998423822,0.015092292641931238
1,0.5,1.0,10.5,0.6,0.6,100,28.48832263006184,0.0005300519984225742,0.01509229264189571
1,0.5,1.25,13.0,0.6,0.6,0,-1.8600188840865954,1.0653251795474057,30.33324922150654
1,0.5,1.25,13.0,0.6,0.6,5,28.446107872718265,0.0009525601549338561,0.027122464701680116
1,0.5,1.25,13.0,0.6,0.6,10,28.475461082608636,7.834534972867428e-5,0.002230745188690264
1,0.5,1.25,13.0,0.6,0.6,15,28.476025390113556,9.816422866277118e-5,0.002795052693610245
1,0.5,1.25,13.0,0.6,0.6,20,28.476119742536092,0.00010147795251560372,0.0028894051161465484
1,0.5,1.25,13.0,0.6,0.6,25,28.47618451578526,0.00010375283486650947,0.0029541783653144194
1,0.5,1.25,13.0,0.6,0.6,30,28.47620036558738,0.00010430949113394419,0.0029700281674358564
1,0.5,1.25,13.0,0.6,0.6,35,28.476200495427506,0.00010431405121100223,0.0029701580075602863
1,0.5,1.25,13.0,0.6,0.6,40,28.47620049727449,0.00010431411607841507,0.0029701598545450736
1,0.5,1.25,13.0,0.6,0.6,45,28.476200497466593,0.00010431412282518499,0.0029701600466474076
